Area Code: 2016,censusURL_2016,censusURL_2021,sal_id,suburb,postcode,state,state_name,type,lga,statistic_area,elevation,sqkm,lat,lng,timezone,govLvl
SSC13421,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC13421,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL13436,SAL13436,Roto,2675,NSW,New South Wales,Rural locality,Carrathool,Rest of NSW,149,2887.777,-32.96511,145.27693,Australia/Sydney,state suburbs
SSC13423,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC13423,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL13438,SAL13438,Rouchel Brook,2336,NSW,New South Wales,Rural locality,Muswellbrook,Rest of NSW,368,71.819,-32.17976,151.10199,Australia/Sydney,state suburbs
SSC13424,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC13424,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL13439,SAL13439,Roughit,2330,NSW,New South Wales,Rural locality,Singleton,Rest of NSW,43,11.034,-32.57459,151.24752,Australia/Sydney,state suburbs
SSC32507,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC32507,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL32484,SAL32484,Round Hill,4677,QLD,Queensland,Rural locality,Gladstone,Rest of QLD,29,143.671,-24.30077,151.87349,Australia/Brisbane,state suburbs
SSC13425,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC13425,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL13440,SAL13440,Round Mountain,2484,NSW,New South Wales,Rural locality,Tweed,Rest of NSW,38,10.641,-28.35532,153.54746,Australia/Sydney,state suburbs
SSC32508,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC32508,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL32485,SAL32485,Roundstone,4718,QLD,Queensland,Rural locality,Banana,Rest of QLD,158,813.829,-24.76548,149.74954,Australia/Brisbane,state suburbs
SSC13427,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC13427,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL13442,SAL13442,Rous,2477,NSW,New South Wales,Rural locality,Ballina,Rest of NSW,183,12.69,-28.86359,153.40664,Australia/Sydney,state suburbs
SSC13428,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC13428,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL13443,SAL13443,Rous Mill,2477,NSW,New South Wales,Rural locality,Ballina,Rest of NSW,132,9.951,-28.8798,153.38181,Australia/Sydney,state suburbs
SSC13429,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC13429,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL13444,SAL13444,Rouse Hill,2155,NSW,New South Wales,Major Urban locality,The Hills Shire,Greater Sydney,45,10.638,-33.67757,150.91278,Australia/Sydney,state suburbs
SSC60573,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC60573,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL60578,SAL60578,Rowella,7270,TAS,Tasmania,Rural locality,West Tamar,Rest of TAS,33,12.429,-41.17112,146.89622,Australia/Hobart,state suburbs
SSC13431,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC13431,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL13446,SAL13446,Rowena,2387,NSW,New South Wales,Rural locality,Moree Plains,Rest of NSW,154,1231.503,-29.73988,148.91226,Australia/Sydney,state suburbs
SSC32509,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC32509,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL32486,SAL32486,Rowes Bay,4810,QLD,Queensland,Major Urban locality,Townsville,Rest of QLD,8,2.979,-19.23932,146.78352,Australia/Brisbane,state suburbs
SSC41267,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC41267,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL41280,SAL41280,Rowland Flat,5352,SA,South Australia,Rural locality,Barossa,Rest of SA,236,34.507,-34.57083,138.91594,Australia/Adelaide,state suburbs
SSC13432,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC13432,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL13447,SAL13447,Rowlands Creek,2484,NSW,New South Wales,Rural locality,Tweed,Rest of NSW,183,27.594,-28.4666,153.34705,Australia/Sydney,state suburbs
SSC22195,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC22195,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL22206,SAL22206,Rowsley,3340,VIC,Victoria,Rural locality,Moorabool,Rest of VIC,188,42.646,-37.71786,144.36829,Australia/Melbourne,state suburbs
SSC60574,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC60574,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL60579,SAL60579,Royal George,7213,TAS,Tasmania,Rural locality,Break O'Day,Rest of TAS,239,571.964,-41.80463,148.00102,Australia/Hobart,state suburbs
SSC13434,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC13434,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL13449,SAL13449,Royalla,2620,NSW,New South Wales,Rural locality,Queanbeyan-Palerang Regional,Rest of NSW,820,42.902,-35.49202,149.17196,Australia/Sydney,state suburbs
SSC32510,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC32510,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL32487,SAL32487,Royston,4515,QLD,Queensland,Rural locality,Somerset,Greater Brisbane,170,20.3,-26.92354,152.65755,Australia/Brisbane,state suburbs
SSC13435,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC13435,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL13450,SAL13450,Rozelle,2039,NSW,New South Wales,Major Urban locality,Inner West,Greater Sydney,17,1.834,-33.86465,151.17428,Australia/Sydney,state suburbs
SSC51304,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC51304,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL51315,SAL51315,Ruabon,6280,WA,Western Australia,Rural locality,Busselton,Rest of WA,22,31.632,-33.6485,115.48126,Australia/Perth,state suburbs
SSC22198,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC22198,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL22209,SAL22209,Rubicon,3712,VIC,Victoria,Rural locality,Murrindindi,Rest of VIC,946,257.986,-37.38571,145.84565,Australia/Melbourne,state suburbs
SSC22199,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC22199,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL22210,SAL22210,Ruby,3953,VIC,Victoria,Rural locality,South Gippsland,Rest of VIC,165,19.631,-38.44118,145.91962,Australia/Melbourne,state suburbs
SSC32511,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC32511,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL32488,SAL32488,Rubyanna,4670,QLD,Queensland,Rural locality,Bundaberg,Rest of QLD,10,22.012,-24.82547,152.38796,Australia/Brisbane,state suburbs
SSC41271,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC41271,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL41284,SAL41284,Rudall,5642,SA,South Australia,Rural locality,Cleve,Rest of SA,111,486.826,-33.72061,136.22689,Australia/Adelaide,state suburbs
SSC51305,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC51305,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL51316,SAL51316,Rudds Gully,6532,WA,Western Australia,Rural locality,Greater Geraldton,Rest of WA,9,18.728,-28.84785,114.66569,Australia/Perth,state suburbs
SSC22200,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC22200,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL22211,SAL22211,Ruffy,3666,VIC,Victoria,Rural locality,Murrindindi,Rest of VIC,504,118.727,-36.94594,145.48658,Australia/Melbourne,state suburbs
SSC13437,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC13437,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL13452,SAL13452,Rufus,2648,NSW,New South Wales,Rural locality,Wentworth,Rest of NSW,27,1550.766,-34.0113,141.31895,Australia/Sydney,state suburbs
SSC13438,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC13438,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL13453,SAL13453,Rugby,2583,NSW,New South Wales,Rural locality,Hilltops,Rest of NSW,553,206.778,-34.39496,149.01415,Australia/Sydney,state suburbs
SSC13439,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC13439,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL13454,SAL13454,Rukenvale,2474,NSW,New South Wales,Rural locality,Kyogle,Rest of NSW,115,9.534,-28.47284,152.89733,Australia/Sydney,state suburbs
SSC32512,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC32512,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL32489,SAL32489,Rules Beach,4674,QLD,Queensland,Rural locality,Gladstone,Rest of QLD,17,26.056,-24.49274,152.02284,Australia/Brisbane,state suburbs
SSC70236,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC70236,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL70236,SAL70236,Rum Jungle,822,NT,Northern Territory,Rural locality,Coomalie,Rest of NT,78,137.564,-12.99469,131.02369,Australia/Darwin,state suburbs
SSC13440,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC13440,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL13455,SAL13455,Run-o-Waters,2580,NSW,New South Wales,Rural locality,Goulburn Mulwaree,Rest of NSW,678,9.211,-34.76877,149.6711,Australia/Sydney,state suburbs
SSC32513,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC32513,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL32490,SAL32490,Runaway Bay,4216,QLD,Queensland,Major Urban locality,Gold Coast,Rest of QLD,4,5.492,-27.91301,153.39899,Australia/Brisbane,state suburbs
SSC32515,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC32515,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL32492,SAL32492,Rungoo,4849,QLD,Queensland,Rural locality,Cassowary Coast,Rest of QLD,116,86.503,-18.48425,146.16116,Australia/Brisbane,state suburbs
SSC13442,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC13442,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL13457,SAL13457,Runnyford,2536,NSW,New South Wales,Rural locality,Eurobodalla,Rest of NSW,63,46.993,-35.72314,150.11308,Australia/Sydney,state suburbs
SSC22203,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC22203,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL22214,SAL22214,Rupanyup,3388,VIC,Victoria,Urban locality,Yarriambiack,Rest of VIC,151,414.151,-36.64186,142.68649,Australia/Melbourne,state suburbs
SSC32518,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC32518,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL32495,SAL32495,Rural View,4740,QLD,Queensland,Urban locality,Mackay,Rest of QLD,11,9.205,-21.06593,149.15936,Australia/Brisbane,state suburbs
SSC32519,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC32519,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL32496,SAL32496,Rush Creek,4521,QLD,Queensland,Rural locality,Moreton Bay,Greater Brisbane,105,13.959,-27.20492,152.86664,Australia/Brisbane,state suburbs
SSC13445,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC13445,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL13460,SAL13460,Rushes Creek,2346,NSW,New South Wales,Rural locality,Tamworth Regional,Rest of NSW,396,175.506,-30.85296,150.60046,Australia/Sydney,state suburbs
SSC13446,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC13446,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL13461,SAL13461,Rushforth,2460,NSW,New South Wales,Rural locality,Clarence Valley,Rest of NSW,52,35.114,-29.74879,152.85967,Australia/Sydney,state suburbs
SSC22204,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC22204,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL22215,SAL22215,Rushworth,3612,VIC,Victoria,Urban locality,Campaspe,Rest of VIC,147,172.564,-36.58621,145.03179,Australia/Melbourne,state suburbs
SSC60576,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC60576,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL60581,SAL60581,Rushy Lagoon,7264,TAS,Tasmania,Rural locality,Dorset,Rest of TAS,83,207.535,-40.85457,148.00547,Australia/Hobart,state suburbs
SSC32782,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC32782,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL32755,SAL32755,Taroom,4420,QLD,Queensland,Urban locality,Banana,Rest of QLD,252,1381.55,-25.67707,149.87866,Australia/Brisbane,state suburbs
SSC22205,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC22205,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL22216,SAL22216,Russells Bridge,3331,VIC,Victoria,Rural locality,Golden Plains,Rest of VIC,68,11.665,-38.007,144.18226,Australia/Melbourne,state suburbs
SSC13449,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC13449,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL13464,SAL13464,Rutherford,2320,NSW,New South Wales,Urban locality,Maitland,Rest of NSW,20,13.47,-32.71157,151.51425,Australia/Sydney,state suburbs
SSC22206,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC22206,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL22217,SAL22217,Rutherglen,3685,VIC,Victoria,Urban locality,Indigo,Rest of VIC,163,124.539,-36.06392,146.48421,Australia/Melbourne,state suburbs
SSC13450,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC13450,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL13465,SAL13465,Ruthven,2480,NSW,New South Wales,Rural locality,Lismore,Rest of NSW,17,17.707,-28.93098,153.27067,Australia/Sydney,state suburbs
SSC51306,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC51306,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL51317,SAL51317,Ryansbrook,6395,WA,Western Australia,Rural locality,Kojonup,Rest of WA,324,167.08,-34.11023,117.13017,Australia/Perth,state suburbs
SSC22209,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC22209,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL22220,SAL22220,Rye,3941,VIC,Victoria,Major Urban locality,Mornington Peninsula,Greater Melbourne,31,17.824,-38.387,144.81247,Australia/Melbourne,state suburbs
SSC13455,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC13455,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL13470,SAL13470,Rye Park,2586,NSW,New South Wales,Rural locality,Hilltops,Rest of NSW,545,326.383,-34.53479,148.91915,Australia/Sydney,state suburbs
SSC32522,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC32522,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL32499,SAL32499,Ryeford,4361,QLD,Queensland,Rural locality,Toowoomba,Rest of QLD,426,27.476,-27.9327,151.81603,Australia/Brisbane,state suburbs
SSC13457,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC13457,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL13472,SAL13472,Rylstone,2849,NSW,New South Wales,Urban locality,Mid-Western Regional,Rest of NSW,646,124.132,-32.74689,149.99711,Australia/Sydney,state suburbs
SSC22210,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC22210,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL22221,SAL22221,Rythdale,3810,VIC,Victoria,Rural locality,Cardinia,Greater Melbourne,6,4.018,-38.13829,145.46279,Australia/Melbourne,state suburbs
SSC32523,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC32523,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL32500,SAL32500,Rywung,4413,QLD,Queensland,Rural locality,Western Downs,Rest of QLD,344,34.412,-26.71795,150.48331,Australia/Brisbane,state suburbs
SSC32820,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC32820,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL32792,SAL32792,The Glen,4370,QLD,Queensland,Rural locality,Southern Downs,Rest of QLD,568,113.948,-28.33616,151.91698,Australia/Brisbane,state suburbs
SSC13458,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC13458,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL13473,SAL13473,Sackville,2756,NSW,New South Wales,Rural locality,Hawkesbury,Greater Sydney,6,5.089,-33.4924,150.87648,Australia/Sydney,state suburbs
SSC13459,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC13459,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL13474,SAL13474,Sackville North,2756,NSW,New South Wales,Rural locality,The Hills Shire,Greater Sydney,14,13.091,-33.48685,150.90163,Australia/Sydney,state suburbs
SSC70237,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC70237,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL70237,SAL70237,Sadadeen,870,NT,Northern Territory,Urban locality,Alice Springs,Rest of NT,582,4.653,-23.70314,133.89993,Australia/Darwin,state suburbs
SSC13460,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC13460,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL13475,SAL13475,Saddleback Mountain,2533,NSW,New South Wales,Rural locality,Kiama,Rest of NSW,388,6.473,-34.69886,150.80283,Australia/Sydney,state suburbs
SSC41273,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC41273,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL41286,SAL41286,Saddleworth,5413,SA,South Australia,Rural locality,Clare and Gilbert Valleys,Rest of SA,327,105.089,-34.0839,138.78466,Australia/Adelaide,state suburbs
SSC32525,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC32525,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL32502,SAL32502,Sadliers Crossing,4305,QLD,Queensland,Major Urban locality,Ipswich,Greater Brisbane,41,0.971,-27.61377,152.74658,Australia/Brisbane,state suburbs
SSC32526,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC32526,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL32503,SAL32503,Saibai Island,4875,QLD,Queensland,Urban locality,Torres Strait Island,Rest of QLD,4,104.113,-9.39671,142.69873,Australia/Brisbane,state suburbs
SSC22212,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC22212,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL22223,SAL22223,Sailors Falls,3461,VIC,Victoria,Rural locality,Hepburn,Rest of VIC,631,9.775,-37.39257,144.11546,Australia/Melbourne,state suburbs
SSC22213,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC22213,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL22224,SAL22224,Sailors Gully,3556,VIC,Victoria,Urban locality,Greater Bendigo,Rest of VIC,218,4.137,-36.70559,144.23258,Australia/Melbourne,state suburbs
SSC22214,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC22214,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL22225,SAL22225,Sailors Hill,3461,VIC,Victoria,Urban locality,Hepburn,Rest of VIC,583,1.82,-37.36239,144.12642,Australia/Melbourne,state suburbs
SSC41274,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC41274,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL41287,SAL41287,Saints,5461,SA,South Australia,Rural locality,Wakefield,Rest of SA,46,16.594,-34.15461,138.34059,Australia/Adelaide,state suburbs
SSC13463,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC13463,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL13478,SAL13478,Salamander Bay,2317,NSW,New South Wales,Urban locality,Port Stephens,Rest of NSW,9,8.565,-32.72934,152.09157,Australia/Sydney,state suburbs
SSC13465,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC13465,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL13480,SAL13480,Salisbury Plains,2358,NSW,New South Wales,Rural locality,Uralla,Rest of NSW,1136,235.649,-30.78919,151.6074,Australia/Sydney,state suburbs
SSC51309,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC51309,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL51320,SAL51320,Salmon Gums,6445,WA,Western Australia,Rural locality,Esperance,Rest of WA,291,2781.456,-32.85554,121.68741,Australia/Perth,state suburbs
SSC13467,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC13467,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL13482,SAL13482,Salt Ash,2318,NSW,New South Wales,Urban locality,Port Stephens,Rest of NSW,2,51.304,-32.79447,151.9176,Australia/Sydney,state suburbs
SSC31337,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC31337,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL31325,SAL31325,Hervey Range,4817,QLD,Queensland,Rural locality,Charters Towers,Rest of QLD,397,634.481,-19.45849,146.46747,Australia/Brisbane,state suburbs
SSC41284,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC41284,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL41297,SAL41297,Salter Springs,5401,SA,South Australia,Rural locality,Clare and Gilbert Valleys,Rest of SA,246,85.852,-34.18655,138.61851,Australia/Adelaide,state suburbs
SSC32832,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC32832,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL32804,SAL32804,The Range,4700,QLD,Queensland,Urban locality,Rockhampton,Rest of QLD,55,3.68,-23.3922,150.49572,Australia/Brisbane,state suburbs
SSC13468,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC13468,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL13483,SAL13483,Saltwater,2430,NSW,New South Wales,Rural locality,Mid-Coast,Rest of NSW,7,5.603,-32.00742,152.548,Australia/Sydney,state suburbs
SSC22217,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC22217,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL22228,SAL22228,Samaria,3673,VIC,Victoria,Rural locality,Benalla,Rest of VIC,338,39.101,-36.80687,146.07863,Australia/Melbourne,state suburbs
SSC32529,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC32529,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL32505,SAL32505,Samford Valley,4520,QLD,Queensland,Urban locality,Moreton Bay,Greater Brisbane,63,20.313,-27.37049,152.86908,Australia/Brisbane,state suburbs
SSC41286,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC41286,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL41299,SAL41299,Sampson Flat,5114,SA,South Australia,Rural locality,Playford,Greater Adelaide,321,16.685,-34.74535,138.79168,Australia/Adelaide,state suburbs
SSC32531,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC32531,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL32507,SAL32507,Samsonvale,4520,QLD,Queensland,Rural locality,Moreton Bay,Greater Brisbane,41,33.83,-27.26214,152.85804,Australia/Brisbane,state suburbs
SSC13470,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC13470,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL13485,SAL13485,San Remo,2262,NSW,New South Wales,Major Urban locality,Central Coast,Greater Sydney,12,2.282,-33.21474,151.52049,Australia/Sydney,state suburbs
SSC13471,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC13471,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL13486,SAL13486,Sancrox,2446,NSW,New South Wales,Rural locality,Port Macquarie-Hastings,Rest of NSW,16,25.594,-31.43953,152.79067,Australia/Sydney,state suburbs
SSC13472,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC13472,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL13487,SAL13487,Sanctuary Point,2540,NSW,New South Wales,Urban locality,Shoalhaven,Rest of NSW,15,5.985,-35.10281,150.62596,Australia/Sydney,state suburbs
SSC13473,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC13473,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL13488,SAL13488,Sandbar,2428,NSW,New South Wales,Rural locality,Mid-Coast,Rest of NSW,25,2.593,-32.38086,152.52378,Australia/Sydney,state suburbs
SSC41289,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC41289,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL41302,SAL41302,Sanderston,5237,SA,South Australia,Rural locality,Mid Murray,Rest of SA,255,54.198,-34.72215,139.21273,Australia/Adelaide,state suburbs
SSC60578,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC60578,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL60583,SAL60583,Sandfly,7150,TAS,Tasmania,Rural locality,Kingborough,Greater Hobart,280,14.13,-42.99597,147.1765,Australia/Hobart,state suburbs
SSC22219,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC22219,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL22230,SAL22230,Sandford,3312,VIC,Victoria,Rural locality,Glenelg,Rest of VIC,81,89.662,-37.64792,141.44615,Australia/Melbourne,state suburbs
SSC22220,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC22220,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL22231,SAL22231,Sandhill Lake,3579,VIC,Victoria,Rural locality,Gannawarra,Rest of VIC,88,56.284,-35.74006,143.68825,Australia/Melbourne,state suburbs
SSC32533,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC32533,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL32509,SAL32509,Sandiford,4740,QLD,Queensland,Rural locality,Mackay,Rest of QLD,16,25.221,-21.24298,149.10634,Australia/Brisbane,state suburbs
SSC41291,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC41291,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL41304,SAL41304,Sandleton,5356,SA,South Australia,Rural locality,Mid Murray,Rest of SA,75,69.052,-34.43881,139.38462,Australia/Adelaide,state suburbs
SSC51313,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC51313,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL51324,SAL51324,Sandpatch,6330,WA,Western Australia,Rural locality,Albany,Rest of WA,10,22.957,-35.06425,117.7876,Australia/Perth,state suburbs
SSC32534,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC32534,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL32510,SAL32510,Sandringham,4701,QLD,Queensland,Rural locality,Livingstone,Rest of QLD,76,49.98,-23.22308,150.53967,Australia/Brisbane,state suburbs
SSC51314,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC51314,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL51325,SAL51325,Sandsprings,6532,WA,Western Australia,Rural locality,Greater Geraldton,Rest of WA,161,36.669,-28.8136,114.94665,Australia/Perth,state suburbs
SSC13479,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC13479,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL13494,SAL13494,Sandy Beach,2456,NSW,New South Wales,Urban locality,Coffs Harbour,Rest of NSW,7,13.466,-30.14525,153.192,Australia/Sydney,state suburbs
